Sexo	Provincias	Edad	Periodo	Total
Mujeres	20 Gipuzkoa	70 años	2033	4.990,864849
Mujeres	20 Gipuzkoa	70 años	2032	4.946,820909
Mujeres	20 Gipuzkoa	70 años	2031	5.029,036106
Mujeres	20 Gipuzkoa	70 años	2030	5.009,654565
Mujeres	20 Gipuzkoa	70 años	2029	4.854,325716
Mujeres	20 Gipuzkoa	70 años	2028	4.671,301039
Mujeres	20 Gipuzkoa	70 años	2027	4.526,661702
Mujeres	20 Gipuzkoa	70 años	2026	4.409,609225
Mujeres	20 Gipuzkoa	70 años	2025	4.335,059964
Mujeres	20 Gipuzkoa	70 años	2024	4.326,797516
Mujeres	20 Gipuzkoa	70 años	2023	4.345,744602
Mujeres	20 Gipuzkoa	70 años	2022	4.219,423643
Mujeres	20 Gipuzkoa	71 años	2037	5.209,338860
Mujeres	20 Gipuzkoa	71 años	2036	5.321,507231
Mujeres	20 Gipuzkoa	71 años	2035	5.072,108879
Mujeres	20 Gipuzkoa	71 años	2034	4.953,001394
Mujeres	20 Gipuzkoa	71 años	2033	4.909,236145
Mujeres	20 Gipuzkoa	71 años	2032	4.991,086823
Mujeres	20 Gipuzkoa	71 años	2031	4.971,518347
Mujeres	20 Gipuzkoa	71 años	2030	4.817,353359
Mujeres	20 Gipuzkoa	71 años	2029	4.636,166896
Mujeres	20 Gipuzkoa	71 años	2028	4.492,532055
Mujeres	20 Gipuzkoa	71 años	2027	4.376,189632
Mujeres	20 Gipuzkoa	71 años	2026	4.300,672596
Mujeres	20 Gipuzkoa	71 años	2025	4.294,144260
Mujeres	20 Gipuzkoa	71 años	2024	4.312,253256
Mujeres	20 Gipuzkoa	71 años	2023	4.184,941121
Mujeres	20 Gipuzkoa	71 años	2022	4.145,099525
Mujeres	20 Gipuzkoa	72 años	2037	5.277,724916
Mujeres	20 Gipuzkoa	72 años	2036	5.029,575274
Mujeres	20 Gipuzkoa	72 años	2035	4.911,534939
Mujeres	20 Gipuzkoa	72 años	2034	4.868,058557
Mujeres	20 Gipuzkoa	72 años	2033	4.949,431159
Mujeres	20 Gipuzkoa	72 años	2032	4.929,679692
Mujeres	20 Gipuzkoa	72 años	2031	4.776,777168
Mujeres	20 Gipuzkoa	72 años	2030	4.597,485330
Mujeres	20 Gipuzkoa	72 años	2029	4.454,890372
Mujeres	20 Gipuzkoa	72 años	2028	4.339,336738
Mujeres	20 Gipuzkoa	72 años	2027	4.263,001051
Mujeres	20 Gipuzkoa	72 años	2026	4.258,003708
Mujeres	20 Gipuzkoa	72 años	2025	4.275,303821
Mujeres	20 Gipuzkoa	72 años	2024	4.150,162473
Mujeres	20 Gipuzkoa	72 años	2023	4.106,503804
Mujeres	20 Gipuzkoa	72 años	2022	4.302,808384
Mujeres	20 Gipuzkoa	73 años	2037	4.982,698092
Mujeres	20 Gipuzkoa	73 años	2036	4.865,864430
Mujeres	20 Gipuzkoa	73 años	2035	4.822,730293
Mujeres	20 Gipuzkoa	73 años	2034	4.903,493216
Mujeres	20 Gipuzkoa	73 años	2033	4.883,571272
Mujeres	20 Gipuzkoa	73 años	2032	4.732,046329
Mujeres	20 Gipuzkoa	73 años	2031	4.554,754206
Mujeres	20 Gipuzkoa	73 años	2030	4.413,247158
Mujeres	20 Gipuzkoa	73 años	2029	4.298,580843
Mujeres	20 Gipuzkoa	73 años	2028	4.221,612612
Mujeres	20 Gipuzkoa	73 años	2027	4.217,937061
Mujeres	20 Gipuzkoa	73 años	2026	4.234,437000
Mujeres	20 Gipuzkoa	73 años	2025	4.111,414446
Mujeres	20 Gipuzkoa	73 años	2024	4.067,274981
Mujeres	20 Gipuzkoa	73 años	2023	4.257,910621
Mujeres	20 Gipuzkoa	73 años	2022	4.355,440759
Mujeres	20 Gipuzkoa	74 años	2037	4.814,952431
Mujeres	20 Gipuzkoa	74 años	2036	4.772,240979
Mujeres	20 Gipuzkoa	74 años	2035	4.852,241518
Mujeres	20 Gipuzkoa	74 años	2034	4.832,134384
Mujeres	20 Gipuzkoa	74 años	2033	4.682,114900
Mujeres	20 Gipuzkoa	74 años	2032	4.506,938936
Mujeres	20 Gipuzkoa	74 años	2031	4.366,594354
Mujeres	20 Gipuzkoa	74 años	2030	4.252,908579
Mujeres	20 Gipuzkoa	74 años	2029	4.175,481730
Mujeres	20 Gipuzkoa	74 años	2028	4.172,915568
Mujeres	20 Gipuzkoa	74 años	2027	4.188,599082
Mujeres	20 Gipuzkoa	74 años	2026	4.067,615442
Mujeres	20 Gipuzkoa	74 años	2025	4.023,072102
Mujeres	20 Gipuzkoa	74 años	2024	4.210,959933
Mujeres	20 Gipuzkoa	74 años	2023	4.306,141131
Mujeres	20 Gipuzkoa	74 años	2022	4.135,276833
Mujeres	20 Gipuzkoa	75 años	2037	4.716,705763
Mujeres	20 Gipuzkoa	75 años	2036	4.795,866606
Mujeres	20 Gipuzkoa	75 años	2035	4.775,633048
Mujeres	20 Gipuzkoa	75 años	2034	4.627,274675
Mujeres	20 Gipuzkoa	75 años	2033	4.454,368068
Mujeres	20 Gipuzkoa	75 años	2032	4.315,300531
Mujeres	20 Gipuzkoa	75 años	2031	4.202,732596
Mujeres	20 Gipuzkoa	75 años	2030	4.125,050529
Mujeres	20 Gipuzkoa	75 años	2029	4.123,424951
Mujeres	20 Gipuzkoa	75 años	2028	4.138,337753
Mujeres	20 Gipuzkoa	75 años	2027	4.019,345014
Mujeres	20 Gipuzkoa	75 años	2026	3.974,513131
Mujeres	20 Gipuzkoa	75 años	2025	4.159,526915
Mujeres	20 Gipuzkoa	75 años	2024	4.254,891628
Mujeres	20 Gipuzkoa	75 años	2023	4.082,019777
Mujeres	20 Gipuzkoa	75 años	2022	4.060,044374
Mujeres	20 Gipuzkoa	76 años	2037	4.733,423761
Mujeres	20 Gipuzkoa	76 años	2036	4.713,121770
Mujeres	20 Gipuzkoa	76 años	2035	4.566,610671
Mujeres	20 Gipuzkoa	76 años	2034	4.396,146290
Mujeres	20 Gipuzkoa	76 años	2033	4.258,475724
Mujeres	20 Gipuzkoa	76 años	2032	4.147,164664
Mujeres	20 Gipuzkoa	76 años	2031	4.069,438651
Mujeres	20 Gipuzkoa	76 años	2030	4.068,551170
Mujeres	20 Gipuzkoa	76 años	2029	4.082,708735
Mujeres	20 Gipuzkoa	76 años	2028	3.965,674504
Mujeres	20 Gipuzkoa	76 años	2027	3.920,661121
Mujeres	20 Gipuzkoa	76 años	2026	4.102,584587
Mujeres	20 Gipuzkoa	76 años	2025	4.197,775455
Mujeres	20 Gipuzkoa	76 años	2024	4.026,695975
Mujeres	20 Gipuzkoa	76 años	2023	4.000,134169
Mujeres	20 Gipuzkoa	76 años	2022	4.191,600645
Mujeres	20 Gipuzkoa	77 años	2037	4.644,256516
Mujeres	20 Gipuzkoa	77 años	2036	4.499,814292
Mujeres	20 Gipuzkoa	77 años	2035	4.332,012607
Mujeres	20 Gipuzkoa	77 años	2034	4.195,877959
Mujeres	20 Gipuzkoa	77 años	2033	4.085,982809
Mujeres	20 Gipuzkoa	77 años	2032	4.008,415802
Mujeres	20 Gipuzkoa	77 años	2031	4.008,108972
Mujeres	20 Gipuzkoa	77 años	2030	4.021,531891
Mujeres	20 Gipuzkoa	77 años	2029	3.906,462434
Mujeres	20 Gipuzkoa	77 años	2028	3.861,395521
Mujeres	20 Gipuzkoa	77 años	2027	4.040,038658
Mujeres	20 Gipuzkoa	77 años	2026	4.134,710184
Mujeres	20 Gipuzkoa	77 años	2025	3.965,649778
Mujeres	20 Gipuzkoa	77 años	2024	3.938,618779
Mujeres	20 Gipuzkoa	77 años	2023	4.122,253713
Mujeres	20 Gipuzkoa	77 años	2022	3.783,295296
Mujeres	20 Gipuzkoa	78 años	2037	4.425,967987
Mujeres	20 Gipuzkoa	78 años	2036	4.261,088720
Mujeres	20 Gipuzkoa	78 años	2035	4.126,656853
Mujeres	20 Gipuzkoa	78 años	2034	4.018,342835
Mujeres	20 Gipuzkoa	78 años	2033	3.941,130843
Mujeres	20 Gipuzkoa	78 años	2032	3.941,250772
Mujeres	20 Gipuzkoa	78 años	2031	3.953,943111
Mujeres	20 Gipuzkoa	78 años	2030	3.840,868010
Mujeres	20 Gipuzkoa	78 años	2029	3.795,866343
Mujeres	20 Gipuzkoa	78 años	2028	3.970,995616
Mujeres	20 Gipuzkoa	78 años	2027	4.064,789083
Mujeres	20 Gipuzkoa	78 años	2026	3.898,000352
Mujeres	20 Gipuzkoa	78 años	2025	3.870,586374
Mujeres	20 Gipuzkoa	78 años	2024	4.050,500363
Mujeres	20 Gipuzkoa	78 años	2023	3.713,452470
Mujeres	20 Gipuzkoa	78 años	2022	3.636,610159
Mujeres	20 Gipuzkoa	79 años	2037	4.180,758999
Mujeres	20 Gipuzkoa	79 años	2036	4.048,196873
Mujeres	20 Gipuzkoa	79 años	2035	3.941,614542
Mujeres	20 Gipuzkoa	79 años	2034	3.864,896992
Mujeres	20 Gipuzkoa	79 años	2033	3.865,224809
Mujeres	20 Gipuzkoa	79 años	2032	3.877,079123
Mujeres	20 Gipuzkoa	79 años	2031	3.766,036855
Mujeres	20 Gipuzkoa	79 años	2030	3.721,137380
Mujeres	20 Gipuzkoa	79 años	2029	3.892,285281
Mujeres	20 Gipuzkoa	79 años	2028	3.984,698821
Mujeres	20 Gipuzkoa	79 años	2027	3.820,473948
Mujeres	20 Gipuzkoa	79 años	2026	3.792,675594
Mujeres	20 Gipuzkoa	79 años	2025	3.968,360930
Mujeres	20 Gipuzkoa	79 años	2024	3.638,749354
Mujeres	20 Gipuzkoa	79 años	2023	3.562,020412
Mujeres	20 Gipuzkoa	79 años	2022	2.946,228908
Mujeres	20 Gipuzkoa	80 años	2037	3.959,911699
Mujeres	20 Gipuzkoa	80 años	2036	3.855,358855
Mujeres	20 Gipuzkoa	80 años	2035	3.779,407468
Mujeres	20 Gipuzkoa	80 años	2034	3.779,884389
Mujeres	20 Gipuzkoa	80 años	2033	3.790,929566
Mujeres	20 Gipuzkoa	80 años	2032	3.682,120891
Mujeres	20 Gipuzkoa	80 años	2031	3.637,502407
Mujeres	20 Gipuzkoa	80 años	2030	3.804,363583
Mujeres	20 Gipuzkoa	80 años	2029	3.895,112953
Mujeres	20 Gipuzkoa	80 años	2028	3.733,886337
Mujeres	20 Gipuzkoa	80 años	2027	3.705,869137
Mujeres	20 Gipuzkoa	80 años	2026	3.877,052436
Mujeres	20 Gipuzkoa	80 años	2025	3.555,575979
Mujeres	20 Gipuzkoa	80 años	2024	3.480,612678
Mujeres	20 Gipuzkoa	80 años	2023	2.876,658771
Mujeres	20 Gipuzkoa	80 años	2022	2.888,781300
Mujeres	20 Gipuzkoa	81 años	2037	3.757,247250
Mujeres	20 Gipuzkoa	81 años	2036	3.682,247464
Mujeres	20 Gipuzkoa	81 años	2035	3.682,732332
Mujeres	20 Gipuzkoa	81 años	2034	3.692,864643
Mujeres	20 Gipuzkoa	81 años	2033	3.586,468494
Mujeres	20 Gipuzkoa	81 años	2032	3.542,203024
Mujeres	20 Gipuzkoa	81 años	2031	3.704,200009
Mujeres	20 Gipuzkoa	81 años	2030	3.792,827069
Mujeres	20 Gipuzkoa	81 años	2029	3.635,030251
Mujeres	20 Gipuzkoa	81 años	2028	3.606,827830
Mujeres	20 Gipuzkoa	81 años	2027	3.772,930320
Mujeres	20 Gipuzkoa	81 años	2026	3.460,463277
Mujeres	20 Gipuzkoa	81 años	2025	3.387,465025
Mujeres	20 Gipuzkoa	81 años	2024	2.800,150060
Mujeres	20 Gipuzkoa	81 años	2023	2.805,682512
Mujeres	20 Gipuzkoa	81 años	2022	3.006,938519
Mujeres	20 Gipuzkoa	82 años	2037	3.573,668228
Mujeres	20 Gipuzkoa	82 años	2036	3.573,984540
Mujeres	20 Gipuzkoa	82 años	2035	3.583,033651
Mujeres	20 Gipuzkoa	82 años	2034	3.479,177390
Mujeres	20 Gipuzkoa	82 años	2033	3.435,265135
Mujeres	20 Gipuzkoa	82 años	2032	3.591,743361
Mujeres	20 Gipuzkoa	82 años	2031	3.677,728693
Mujeres	20 Gipuzkoa	82 años	2030	3.523,724958
Mujeres	20 Gipuzkoa	82 años	2029	3.495,290522
Mujeres	20 Gipuzkoa	82 años	2028	3.655,633495
Mujeres	20 Gipuzkoa	82 años	2027	3.353,006300
Mujeres	20 Gipuzkoa	82 años	2026	3.282,096231
Mujeres	20 Gipuzkoa	82 años	2025	2.713,328712
Mujeres	20 Gipuzkoa	82 años	2024	2.717,220752
Mujeres	20 Gipuzkoa	82 años	2023	2.911,237437
Mujeres	20 Gipuzkoa	82 años	2022	2.281,964329
Mujeres	20 Gipuzkoa	83 años	2037	3.453,172565
Mujeres	20 Gipuzkoa	83 años	2036	3.460,996823
Mujeres	20 Gipuzkoa	83 años	2035	3.359,861695
Mujeres	20 Gipuzkoa	83 años	2034	3.316,330749
Mujeres	20 Gipuzkoa	83 años	2033	3.466,634477
Mujeres	20 Gipuzkoa	83 años	2032	3.549,484574
Mujeres	20 Gipuzkoa	83 años	2031	3.399,681574
Mujeres	20 Gipuzkoa	83 años	2030	3.370,986181
Mujeres	20 Gipuzkoa	83 años	2029	3.524,892573
Mujeres	20 Gipuzkoa	83 años	2028	3.232,984770
Mujeres	20 Gipuzkoa	83 años	2027	3.164,296285
Mujeres	20 Gipuzkoa	83 años	2026	2.616,023813
Mujeres	20 Gipuzkoa	83 años	2025	2.618,165753
Mujeres	20 Gipuzkoa	83 años	2024	2.805,679880
Mujeres	20 Gipuzkoa	83 años	2023	2.195,137912
Mujeres	20 Gipuzkoa	83 años	2022	2.304,042626
Mujeres	20 Gipuzkoa	84 años	2037	3.325,486702
Mujeres	20 Gipuzkoa	84 años	2036	3.227,300049
Mujeres	20 Gipuzkoa	84 años	2035	3.184,173525
Mujeres	20 Gipuzkoa	84 años	2034	3.327,562120
Mujeres	20 Gipuzkoa	84 años	2033	3.406,731561
Mujeres	20 Gipuzkoa	84 años	2032	3.261,587032
Mujeres	20 Gipuzkoa	84 años	2031	3.232,580951
Mujeres	20 Gipuzkoa	84 años	2030	3.379,271213
Mujeres	20 Gipuzkoa	84 años	2029	3.099,058618
Mujeres	20 Gipuzkoa	84 años	2028	3.032,717056
Mujeres	20 Gipuzkoa	84 años	2027	2.507,088531
Mujeres	20 Gipuzkoa	84 años	2026	2.507,349975
Mujeres	20 Gipuzkoa	84 años	2025	2.687,400059
Mujeres	20 Gipuzkoa	84 años	2024	2.101,332941
Mujeres	20 Gipuzkoa	84 años	2023	2.202,232762
Mujeres	20 Gipuzkoa	84 años	2022	2.531,932293
Mujeres	20 Gipuzkoa	85 años	2037	3.080,756174
Mujeres	20 Gipuzkoa	85 años	2036	3.038,068595
Mujeres	20 Gipuzkoa	85 años	2035	3.173,756259
Mujeres	20 Gipuzkoa	85 años	2034	3.248,662322
Mujeres	20 Gipuzkoa	85 años	2033	3.108,676240
Mujeres	20 Gipuzkoa	85 años	2032	3.079,312599
Mujeres	20 Gipuzkoa	85 años	2031	3.217,950316
Mujeres	20 Gipuzkoa	85 años	2030	2.950,458441
Mujeres	20 Gipuzkoa	85 años	2029	2.886,581451
Mujeres	20 Gipuzkoa	85 años	2028	2.385,867086
Mujeres	20 Gipuzkoa	85 años	2027	2.384,124345
Mujeres	20 Gipuzkoa	85 años	2026	2.555,631105
Mujeres	20 Gipuzkoa	85 años	2025	1.996,846098
Mujeres	20 Gipuzkoa	85 años	2024	2.091,950315
Mujeres	20 Gipuzkoa	85 años	2023	2.399,460505
Mujeres	20 Gipuzkoa	85 años	2022	2.716,173875
Mujeres	20 Gipuzkoa	86 años	2037	2.878,660007
Mujeres	20 Gipuzkoa	86 años	2036	3.005,930774
Mujeres	20 Gipuzkoa	86 años	2035	3.076,038211
Mujeres	20 Gipuzkoa	86 años	2034	2.941,725707
Mujeres	20 Gipuzkoa	86 años	2033	2.911,995857
Mujeres	20 Gipuzkoa	86 años	2032	3.041,808969
Mujeres	20 Gipuzkoa	86 años	2031	2.788,035183
Mujeres	20 Gipuzkoa	86 años	2030	2.726,736880
Mujeres	20 Gipuzkoa	86 años	2029	2.253,096032
Mujeres	20 Gipuzkoa	86 años	2028	2.249,280354
Mujeres	20 Gipuzkoa	86 años	2027	2.411,213669
Mujeres	20 Gipuzkoa	86 años	2026	1.882,375700
Mujeres	20 Gipuzkoa	86 años	2025	1.971,085416
Mujeres	20 Gipuzkoa	86 años	2024	2.258,401010
Mujeres	20 Gipuzkoa	86 años	2023	2.553,957931
Mujeres	20 Gipuzkoa	86 años	2022	2.502,332317
Mujeres	20 Gipuzkoa	87 años	2037	2.823,816550
Mujeres	20 Gipuzkoa	87 años	2036	2.888,558069
Mujeres	20 Gipuzkoa	87 años	2035	2.760,442813
Mujeres	20 Gipuzkoa	87 años	2034	2.730,328916
Mujeres	20 Gipuzkoa	87 años	2033	2.850,489721
Mujeres	20 Gipuzkoa	87 años	2032	2.611,436219
Mujeres	20 Gipuzkoa	87 años	2031	2.552,801442
Mujeres	20 Gipuzkoa	87 años	2030	2.108,439763
Mujeres	20 Gipuzkoa	87 años	2029	2.102,482420
Mujeres	20 Gipuzkoa	87 años	2028	2.253,719950
Mujeres	20 Gipuzkoa	87 años	2027	1.757,609806
Mujeres	20 Gipuzkoa	87 años	2026	1.839,256731
Mujeres	20 Gipuzkoa	87 años	2025	2.104,711606
Mujeres	20 Gipuzkoa	87 años	2024	2.379,258277
Mujeres	20 Gipuzkoa	87 años	2023	2.326,299579
Mujeres	20 Gipuzkoa	87 años	2022	2.446,938463
Mujeres	20 Gipuzkoa	88 años	2037	2.689,717616
Mujeres	20 Gipuzkoa	88 años	2036	2.568,345142
Mujeres	20 Gipuzkoa	88 años	2035	2.537,965258
Mujeres	20 Gipuzkoa	88 años	2034	2.647,968959
Mujeres	20 Gipuzkoa	88 años	2033	2.424,467922
Mujeres	20 Gipuzkoa	88 años	2032	2.368,657185
Mujeres	20 Gipuzkoa	88 años	2031	1.955,261805
Mujeres	20 Gipuzkoa	88 años	2030	1.947,261726
Mujeres	20 Gipuzkoa	88 años	2029	2.087,042816
Mujeres	20 Gipuzkoa	88 años	2028	1.625,757165
Mujeres	20 Gipuzkoa	88 años	2027	1.699,975709
Mujeres	20 Gipuzkoa	88 años	2026	1.942,576489
Mujeres	20 Gipuzkoa	88 años	2025	2.194,771032
Mujeres	20 Gipuzkoa	88 años	2024	2.143,958873
Mujeres	20 Gipuzkoa	88 años	2023	2.248,316615
Mujeres	20 Gipuzkoa	88 años	2022	2.174,833333
Mujeres	20 Gipuzkoa	89 años	2037	2.365,748136
Mujeres	20 Gipuzkoa	89 años	2036	2.335,203414
Mujeres	20 Gipuzkoa	89 años	2035	2.434,509301
Mujeres	20 Gipuzkoa	89 años	2034	2.227,342440
Mujeres	20 Gipuzkoa	89 años	2033	2.174,456308
Mujeres	20 Gipuzkoa	89 años	2032	1.793,655190
Mujeres	20 Gipuzkoa	89 años	2031	1.783,693835
Mujeres	20 Gipuzkoa	89 años	2030	1.911,194350
Mujeres	20 Gipuzkoa	89 años	2029	1.486,811373
Mujeres	20 Gipuzkoa	89 años	2028	1.553,192043
Mujeres	20 Gipuzkoa	89 años	2027	1.771,934984
Mujeres	20 Gipuzkoa	89 años	2026	2.000,322932
Mujeres	20 Gipuzkoa	89 años	2025	1.951,820615
Mujeres	20 Gipuzkoa	89 años	2024	2.044,011745
Mujeres	20 Gipuzkoa	89 años	2023	1.973,173802
Mujeres	20 Gipuzkoa	89 años	2022	2.026,579797
Mujeres	20 Gipuzkoa	90 años	2037	2.124,407121
Mujeres	20 Gipuzkoa	90 años	2036	2.212,662716
Mujeres	20 Gipuzkoa	90 años	2035	2.022,490557
Mujeres	20 Gipuzkoa	90 años	2034	1.972,657625
Mujeres	20 Gipuzkoa	90 años	2033	1.625,727457
Mujeres	20 Gipuzkoa	90 años	2032	1.613,986240
Mujeres	20 Gipuzkoa	90 años	2031	1.728,598786
Mujeres	20 Gipuzkoa	90 años	2030	1.342,742139
Mujeres	20 Gipuzkoa	90 años	2029	1.401,053049
Mujeres	20 Gipuzkoa	90 años	2028	1.595,381603
Mujeres	20 Gipuzkoa	90 años	2027	1.798,984047
Mujeres	20 Gipuzkoa	90 años	2026	1.753,005005
Mujeres	20 Gipuzkoa	90 años	2025	1.832,803000
Mujeres	20 Gipuzkoa	90 años	2024	1.767,807561
Mujeres	20 Gipuzkoa	90 años	2023	1.810,607242
Mujeres	20 Gipuzkoa	90 años	2022	1.668,572028
Mujeres	20 Gipuzkoa	91 años	2037	1.985,685745
Mujeres	20 Gipuzkoa	91 años	2036	1.812,965457
Mujeres	20 Gipuzkoa	91 años	2035	1.766,307208
Mujeres	20 Gipuzkoa	91 años	2034	1.454,046446
Mujeres	20 Gipuzkoa	91 años	2033	1.440,769587
Mujeres	20 Gipuzkoa	91 años	2032	1.542,103668
Mujeres	20 Gipuzkoa	91 años	2031	1.195,817359
Mujeres	20 Gipuzkoa	91 años	2030	1.245,980062
Mujeres	20 Gipuzkoa	91 años	2029	1.415,760266
Mujeres	20 Gipuzkoa	91 años	2028	1.594,082283
Mujeres	20 Gipuzkoa	91 años	2027	1.550,835122
Mujeres	20 Gipuzkoa	91 años	2026	1.618,263387
Mujeres	20 Gipuzkoa	91 años	2025	1.559,092977
Mujeres	20 Gipuzkoa	91 años	2024	1.593,490894
Mujeres	20 Gipuzkoa	91 años	2023	1.463,151713
Mujeres	20 Gipuzkoa	91 años	2022	1.467,262372
Mujeres	20 Gipuzkoa	92 años	2037	1.605,785992
Mujeres	20 Gipuzkoa	92 años	2036	1.562,514686
Mujeres	20 Gipuzkoa	92 años	2035	1.284,702042
Mujeres	20 Gipuzkoa	92 años	2034	1.270,352225
Mujeres	20 Gipuzkoa	92 años	2033	1.358,689893
Mujeres	20 Gipuzkoa	92 años	2032	1.051,663610
Mujeres	20 Gipuzkoa	92 años	2031	1.094,082652
Mujeres	20 Gipuzkoa	92 años	2030	1.240,320298
Mujeres	20 Gipuzkoa	92 años	2029	1.394,172658
Mujeres	20 Gipuzkoa	92 años	2028	1.353,971737
Mujeres	20 Gipuzkoa	92 años	2027	1.409,830991
Mujeres	20 Gipuzkoa	92 años	2026	1.356,485466
Mujeres	20 Gipuzkoa	92 años	2025	1.383,271279
Mujeres	20 Gipuzkoa	92 años	2024	1.267,147205
Mujeres	20 Gipuzkoa	92 años	2023	1.265,062765
Mujeres	20 Gipuzkoa	92 años	2022	1.142,748132
Mujeres	20 Gipuzkoa	93 años	2037	1.362,772611
Mujeres	20 Gipuzkoa	93 años	2036	1.118,895555
Mujeres	20 Gipuzkoa	93 años	2035	1.103,901516
Mujeres	20 Gipuzkoa	93 años	2034	1.179,574737
Mujeres	20 Gipuzkoa	93 años	2033	911,192689
Mujeres	20 Gipuzkoa	93 años	2032	946,282427
Mujeres	20 Gipuzkoa	93 años	2031	1.070,073848
Mujeres	20 Gipuzkoa	93 años	2030	1.200,393018
Mujeres	20 Gipuzkoa	93 años	2029	1.163,481529
Mujeres	20 Gipuzkoa	93 años	2028	1.208,585348
Mujeres	20 Gipuzkoa	93 años	2027	1.160,994833
Mujeres	20 Gipuzkoa	93 años	2026	1.180,930657
Mujeres	20 Gipuzkoa	93 años	2025	1.079,010350
Mujeres	20 Gipuzkoa	93 años	2024	1.075,196719
Mujeres	20 Gipuzkoa	93 años	2023	966,570220
Mujeres	20 Gipuzkoa	93 años	2022	1.052,023344
Mujeres	20 Gipuzkoa	94 años	2037	960,127373
Mujeres	20 Gipuzkoa	94 años	2036	944,961317
Mujeres	20 Gipuzkoa	94 años	2035	1.008,634425
Mujeres	20 Gipuzkoa	94 años	2034	777,465626
Mujeres	20 Gipuzkoa	94 años	2033	805,841285
Mujeres	20 Gipuzkoa	94 años	2032	908,803911
Mujeres	20 Gipuzkoa	94 años	2031	1.017,144395
Mujeres	20 Gipuzkoa	94 años	2030	983,736236
Mujeres	20 Gipuzkoa	94 años	2029	1.019,199451
Mujeres	20 Gipuzkoa	94 años	2028	977,249803
Mujeres	20 Gipuzkoa	94 años	2027	991,300366
Mujeres	20 Gipuzkoa	94 años	2026	903,251839
Mujeres	20 Gipuzkoa	94 años	2025	898,082783
Mujeres	20 Gipuzkoa	94 años	2024	805,408937
Mujeres	20 Gipuzkoa	94 años	2023	872,435148
Mujeres	20 Gipuzkoa	94 años	2022	751,496631
Mujeres	20 Gipuzkoa	95 años	2037	796,337939
Mujeres	20 Gipuzkoa	95 años	2036	848,929805
Mujeres	20 Gipuzkoa	95 años	2035	652,877403
Mujeres	20 Gipuzkoa	95 años	2034	675,293085
Mujeres	20 Gipuzkoa	95 años	2033	759,414184
Mujeres	20 Gipuzkoa	95 años	2032	847,786782
Mujeres	20 Gipuzkoa	95 años	2031	818,047059
Mujeres	20 Gipuzkoa	95 años	2030	845,174961
Mujeres	20 Gipuzkoa	95 años	2029	808,709645
Mujeres	20 Gipuzkoa	95 años	2028	817,950326
Mujeres	20 Gipuzkoa	95 años	2027	743,161062
Mujeres	20 Gipuzkoa	95 años	2026	737,096369
Mujeres	20 Gipuzkoa	95 años	2025	659,297862
Mujeres	20 Gipuzkoa	95 años	2024	711,650331
Mujeres	20 Gipuzkoa	95 años	2023	607,923396
Mujeres	20 Gipuzkoa	95 años	2022	627,266797
Mujeres	20 Gipuzkoa	96 años	2037	702,036008
Mujeres	20 Gipuzkoa	96 años	2036	538,595859
Mujeres	20 Gipuzkoa	96 años	2035	555,815237
Mujeres	20 Gipuzkoa	96 años	2034	623,170282
Mujeres	20 Gipuzkoa	96 años	2033	693,718825
Mujeres	20 Gipuzkoa	96 años	2032	667,711277
Mujeres	20 Gipuzkoa	96 años	2031	687,783466
Mujeres	20 Gipuzkoa	96 años	2030	656,566831
Mujeres	20 Gipuzkoa	96 años	2029	662,000309
Mujeres	20 Gipuzkoa	96 años	2028	599,645406
Mujeres	20 Gipuzkoa	96 años	2027	593,108990
Mujeres	20 Gipuzkoa	96 años	2026	528,961453
Mujeres	20 Gipuzkoa	96 años	2025	568,844351
Mujeres	20 Gipuzkoa	96 años	2024	484,272746
Mujeres	20 Gipuzkoa	96 años	2023	496,786105
Mujeres	20 Gipuzkoa	96 años	2022	431,111317
Mujeres	20 Gipuzkoa	97 años	2037	436,533894
Mujeres	20 Gipuzkoa	97 años	2036	449,394751
Mujeres	20 Gipuzkoa	97 años	2035	502,282788
Mujeres	20 Gipuzkoa	97 años	2034	557,439304
Mujeres	20 Gipuzkoa	97 años	2033	535,132977
Mujeres	20 Gipuzkoa	97 años	2032	549,489949
Mujeres	20 Gipuzkoa	97 años	2031	523,206546
Mujeres	20 Gipuzkoa	97 años	2030	525,822952
Mujeres	20 Gipuzkoa	97 años	2029	474,801641
Mujeres	20 Gipuzkoa	97 años	2028	468,218460
Mujeres	20 Gipuzkoa	97 años	2027	416,268361
Mujeres	20 Gipuzkoa	97 años	2026	445,953551
Mujeres	20 Gipuzkoa	97 años	2025	378,286280
Mujeres	20 Gipuzkoa	97 años	2024	386,744670
Mujeres	20 Gipuzkoa	97 años	2023	333,113057
Mujeres	20 Gipuzkoa	97 años	2022	341,153126
Mujeres	20 Gipuzkoa	98 años	2037	358,083996
Mujeres	20 Gipuzkoa	98 años	2036	399,035433
Mujeres	20 Gipuzkoa	98 años	2035	441,518753
Mujeres	20 Gipuzkoa	98 años	2034	422,792145
Mujeres	20 Gipuzkoa	98 años	2033	432,832946
Mujeres	20 Gipuzkoa	98 años	2032	411,092829
Mujeres	20 Gipuzkoa	98 años	2031	411,869452
Mujeres	20 Gipuzkoa	98 años	2030	370,803858
Mujeres	20 Gipuzkoa	98 años	2029	364,595124
Mujeres	20 Gipuzkoa	98 años	2028	323,151298
Mujeres	20 Gipuzkoa	98 años	2027	344,975983
